"activity" "subject" "variable" "average_value"
"WALKING_UPSTAIRS" 12 "fBodyBodyAccJerkMag-meanFreq()" 0.0967093731101695
"WALKING_UPSTAIRS" 13 "fBodyBodyAccJerkMag-meanFreq()" 0.182861249947095
"SITTING" 14 "fBodyBodyAccJerkMag-meanFreq()" 0.137239545472136
"SITTING" 15 "fBodyBodyAccJerkMag-meanFreq()" 0.1584042182
"SITTING" 16 "fBodyBodyAccJerkMag-meanFreq()" 0.221683632275519
"SITTING" 17 "fBodyBodyAccJerkMag-meanFreq()" 0.216394127864783
"WALKING_UPSTAIRS" 18 "fBodyBodyAccJerkMag-meanFreq()" 0.224596545546272
"LAYING" 19 "fBodyBodyAccJerkMag-meanFreq()" 0.206158870051418
"SITTING" 19 "fBodyBodyAccJerkMag-meanFreq()" 0.325770739512821
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-meanFreq()" 0.0872234701100565
"LAYING" 21 "fBodyBodyAccJerkMag-meanFreq()" 0.244321861877647
"LAYING" 22 "fBodyBodyAccJerkMag-meanFreq()" 0.161936362996885
"LAYING" 23 "fBodyBodyAccJerkMag-meanFreq()" 0.202553279152177
"WALKING_UPSTAIRS" 24 "fBodyBodyAccJerkMag-meanFreq()" 0.198422013108136
"LAYING" 25 "fBodyBodyAccJerkMag-meanFreq()" 0.168222731255721
"LAYING" 26 "fBodyBodyAccJerkMag-meanFreq()" 0.256426426127632
"WALKING" 26 "fBodyBodyAccJerkMag-meanFreq()" 0.1323490144725
"WALKING" 27 "fBodyBodyAccJerkMag-meanFreq()" 0.246742199214894
"WALKING" 28 "fBodyBodyAccJerkMag-meanFreq()" 0.173610396659424
"WALKING" 29 "fBodyBodyAccJerkMag-meanFreq()" 0.227450813250137
"WALKING" 30 "fBodyBodyAccJerkMag-meanFreq()" 0.0832582134847368
"WALKING_DOWNSTAIRS" 30 "fBodyBodyAccJerkMag-meanFreq()" -0.1150837841
"STANDING" 1 "fBodyBodyGyroMag-mean()" -0.535002770337752
"WALKING_DOWNSTAIRS" 2 "fBodyBodyGyroMag-mean()" -0.699742945221854
"STANDING" 3 "fBodyBodyGyroMag-mean()" -0.716822144279179
"WALKING_DOWNSTAIRS" 4 "fBodyBodyGyroMag-mean()" -0.745650754608833
"STANDING" 5 "fBodyBodyGyroMag-mean()" -0.677355755703311
"STANDING" 6 "fBodyBodyGyroMag-mean()" -0.579130051151385
"STANDING" 7 "fBodyBodyGyroMag-mean()" -0.628877272791136
"STANDING" 8 "fBodyBodyGyroMag-mean()" -0.609984289180071
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroMag-mean()" -0.700863097986111
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroMag-mean()" -0.661496552826531
"SITTING" 11 "fBodyBodyGyroMag-mean()" -0.756276579840764
"STANDING" 11 "fBodyBodyGyroMag-mean()" -0.96315542
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroMag-mean()" -0.760770778168317
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroMag-mean()" -0.642915587869492
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroMag-mean()" -0.652225306544343
"SITTING" 14 "fBodyBodyGyroMag-mean()" -0.543030528985449
"SITTING" 15 "fBodyBodyGyroMag-mean()" -0.732394493841463
"SITTING" 16 "fBodyBodyGyroMag-mean()" -0.81712881920765
"SITTING" 17 "fBodyBodyGyroMag-mean()" -0.769498551467391
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroMag-mean()" -0.816286626730769
"LAYING" 19 "fBodyBodyGyroMag-mean()" -0.542929656906738
"SITTING" 19 "fBodyBodyGyroMag-mean()" -0.973814316410256
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-mean()" -0.606970915061638
"LAYING" 21 "fBodyBodyGyroMag-mean()" -0.776473060171569
"LAYING" 22 "fBodyBodyGyroMag-mean()" -0.728166770031153
"LAYING" 23 "fBodyBodyGyroMag-mean()" -0.534657191683602
"WALKING_UPSTAIRS" 24 "fBodyBodyGyroMag-mean()" -0.754131617480315
"LAYING" 25 "fBodyBodyGyroMag-mean()" -0.754236109755501
"LAYING" 26 "fBodyBodyGyroMag-mean()" -0.866592854210526
"WALKING" 26 "fBodyBodyGyroMag-mean()" -0.709649170875
"WALKING" 27 "fBodyBodyGyroMag-mean()" -0.785953610106383
"WALKING" 28 "fBodyBodyGyroMag-mean()" -0.73790809206911
"WALKING" 29 "fBodyBodyGyroMag-mean()" -0.722018434984302
"WALKING" 30 "fBodyBodyGyroMag-mean()" -0.671998061593763
"WALKING_DOWNSTAIRS" 30 "fBodyBodyGyroMag-mean()" -0.365910713333333
"STANDING" 1 "fBodyBodyGyroMag-meanFreq()" 0.0649309438160231
"WALKING_DOWNSTAIRS" 2 "fBodyBodyGyroMag-meanFreq()" 0.0471324812379801
"STANDING" 3 "fBodyBodyGyroMag-meanFreq()" -0.0846075231245126
"WALKING_DOWNSTAIRS" 4 "fBodyBodyGyroMag-meanFreq()" -0.129301517256877
"STANDING" 5 "fBodyBodyGyroMag-meanFreq()" 0.062219113935298
"STANDING" 6 "fBodyBodyGyroMag-meanFreq()" 0.104193397607938
"STANDING" 7 "fBodyBodyGyroMag-meanFreq()" -0.0352276334005552
"STANDING" 8 "fBodyBodyGyroMag-meanFreq()" -0.0232241525951918
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroMag-meanFreq()" -0.108828634535764
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroMag-meanFreq()" 0.0120855942278469
"SITTING" 11 "fBodyBodyGyroMag-meanFreq()" -0.111538657103599
"STANDING" 11 "fBodyBodyGyroMag-meanFreq()" 0.166045795
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroMag-meanFreq()" -0.0993415220277228
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroMag-meanFreq()" 0.0465725252522881
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroMag-meanFreq()" 0.0625891805875841
"SITTING" 14 "fBodyBodyGyroMag-meanFreq()" -0.138544755393189
"SITTING" 15 "fBodyBodyGyroMag-meanFreq()" -0.149680864646374
"SITTING" 16 "fBodyBodyGyroMag-meanFreq()" -0.0501221341519126
"SITTING" 17 "fBodyBodyGyroMag-meanFreq()" 0.00488337138671196
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroMag-meanFreq()" -0.0573696679480769
"LAYING" 19 "fBodyBodyGyroMag-meanFreq()" 0.0209225424950355
"SITTING" 19 "fBodyBodyGyroMag-meanFreq()" -0.16764438369359
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroMag-meanFreq()" -0.0676712910494915
"LAYING" 21 "fBodyBodyGyroMag-meanFreq()" -0.00571922625735294
"LAYING" 22 "fBodyBodyGyroMag-meanFreq()" -0.131615440167913
"LAYING" 23 "fBodyBodyGyroMag-meanFreq()" 0.154723197790323
"WALKING_UPSTAIRS" 24 "fBodyBodyGyroMag-meanFreq()" 0.0194486014291864
"LAYING" 25 "fBodyBodyGyroMag-meanFreq()" -0.220820330447482
"LAYING" 26 "fBodyBodyGyroMag-meanFreq()" -0.0360247834938224
"WALKING" 26 "fBodyBodyGyroMag-meanFreq()" 0.00295644068304167
"WALKING" 27 "fBodyBodyGyroMag-meanFreq()" 0.0114867378614096
"WALKING" 28 "fBodyBodyGyroMag-meanFreq()" -0.122999827523272
"WALKING" 29 "fBodyBodyGyroMag-meanFreq()" -0.0446469221483721
"WALKING" 30 "fBodyBodyGyroMag-meanFreq()" -0.203762011634737
"WALKING_DOWNSTAIRS" 30 "fBodyBodyGyroMag-meanFreq()" -0.373888703333333
"STANDING" 1 "fBodyBodyGyroJerkMag-mean()" -0.645970655298847
"WALKING_DOWNSTAIRS" 2 "fBodyBodyGyroJerkMag-mean()" -0.751615078360927
"STANDING" 3 "fBodyBodyGyroJerkMag-mean()" -0.810085498651026
"WALKING_DOWNSTAIRS" 4 "fBodyBodyGyroJerkMag-mean()" -0.838833209652997
"STANDING" 5 "fBodyBodyGyroJerkMag-mean()" -0.748829309536424
"STANDING" 6 "fBodyBodyGyroJerkMag-mean()" -0.651886909221538
"STANDING" 7 "fBodyBodyGyroJerkMag-mean()" -0.668879188156396
"STANDING" 8 "fBodyBodyGyroJerkMag-mean()" -0.70215621546726
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroJerkMag-mean()" -0.786473954201389
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroJerkMag-mean()" -0.767780095068027
"SITTING" 11 "fBodyBodyGyroJerkMag-mean()" -0.86416270955414
"STANDING" 11 "fBodyBodyGyroJerkMag-mean()" -0.9691224
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroJerkMag-mean()" -0.83117518480198
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroJerkMag-mean()" -0.719250211762712
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroJerkMag-mean()" -0.712054366504281
"SITTING" 14 "fBodyBodyGyroJerkMag-mean()" -0.717590101802972
"SITTING" 15 "fBodyBodyGyroJerkMag-mean()" -0.83680189402439
"SITTING" 16 "fBodyBodyGyroJerkMag-mean()" -0.87277228273224
"SITTING" 17 "fBodyBodyGyroJerkMag-mean()" -0.829124468315217
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroJerkMag-mean()" -0.88466302260989
"LAYING" 19 "fBodyBodyGyroJerkMag-mean()" -0.645500585606383
"SITTING" 19 "fBodyBodyGyroJerkMag-mean()" -0.987124077051282
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroJerkMag-mean()" -0.692638075749774
"LAYING" 21 "fBodyBodyGyroJerkMag-mean()" -0.826275026053922
"LAYING" 22 "fBodyBodyGyroJerkMag-mean()" -0.830191956697819
"LAYING" 23 "fBodyBodyGyroJerkMag-mean()" -0.584111049810215
"WALKING_UPSTAIRS" 24 "fBodyBodyGyroJerkMag-mean()" -0.795019165380577
"LAYING" 25 "fBodyBodyGyroJerkMag-mean()" -0.875970674743276
"LAYING" 26 "fBodyBodyGyroJerkMag-mean()" -0.895942263092105
"WALKING" 26 "fBodyBodyGyroJerkMag-mean()" -0.778216552125
"WALKING" 27 "fBodyBodyGyroJerkMag-mean()" -0.837585999827128
"WALKING" 28 "fBodyBodyGyroJerkMag-mean()" -0.806882151753927
"WALKING" 29 "fBodyBodyGyroJerkMag-mean()" -0.840464164156977
"WALKING" 30 "fBodyBodyGyroJerkMag-mean()" -0.812135244605263
"WALKING_DOWNSTAIRS" 30 "fBodyBodyGyroJerkMag-mean()" -0.704523456666667
"STANDING" 1 "fBodyBodyGyroJerkMag-meanFreq()" 0.198031580056455
"WALKING_DOWNSTAIRS" 2 "fBodyBodyGyroJerkMag-meanFreq()" 0.124612068599768
"STANDING" 3 "fBodyBodyGyroJerkMag-meanFreq()" 0.0599628733252199
"WALKING_DOWNSTAIRS" 4 "fBodyBodyGyroJerkMag-meanFreq()" 0.159075727514984
"STANDING" 5 "fBodyBodyGyroJerkMag-meanFreq()" 0.0307564556565894
"STANDING" 6 "fBodyBodyGyroJerkMag-meanFreq()" 0.081817622852
"STANDING" 7 "fBodyBodyGyroJerkMag-meanFreq()" 0.0631920436939935
"STANDING" 8 "fBodyBodyGyroJerkMag-meanFreq()" 0.223748693337011
"WALKING_DOWNSTAIRS" 9 "fBodyBodyGyroJerkMag-meanFreq()" 0.0927763736788194
"WALKING_DOWNSTAIRS" 10 "fBodyBodyGyroJerkMag-meanFreq()" 0.153580253720748
"SITTING" 11 "fBodyBodyGyroJerkMag-meanFreq()" 0.117732386092994
"STANDING" 11 "fBodyBodyGyroJerkMag-meanFreq()" 0.14296928
"WALKING_DOWNSTAIRS" 12 "fBodyBodyGyroJerkMag-meanFreq()" 0.0898683707014356
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroJerkMag-meanFreq()" 0.0375808865716102
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroJerkMag-meanFreq()" 0.157417463421743
"SITTING" 14 "fBodyBodyGyroJerkMag-meanFreq()" 0.0907579516695975
"SITTING" 15 "fBodyBodyGyroJerkMag-meanFreq()" 0.0955564233589329
"SITTING" 16 "fBodyBodyGyroJerkMag-meanFreq()" 0.153211239562049
"SITTING" 17 "fBodyBodyGyroJerkMag-meanFreq()" 0.232792536134511
"WALKING_UPSTAIRS" 18 "fBodyBodyGyroJerkMag-meanFreq()" 0.193231486725357
"LAYING" 19 "fBodyBodyGyroJerkMag-meanFreq()" 0.125922555465603
"SITTING" 19 "fBodyBodyGyroJerkMag-meanFreq()" 0.138417250498718
"WALKING_UPSTAIRS" 20 "fBodyBodyGyroJerkMag-meanFreq()" 0.0504291443716384
"LAYING" 21 "fBodyBodyGyroJerkMag-meanFreq()" 0.205643655933971
"LAYING" 22 "fBodyBodyGyroJerkMag-meanFreq()" 0.119560563802492
"LAYING" 23 "fBodyBodyGyroJerkMag-meanFreq()" 0.169185024505108
"WALKING_UPSTAIRS" 24 "fBodyBodyGyroJerkMag-meanFreq()" 0.161739608926982
"LAYING" 25 "fBodyBodyGyroJerkMag-meanFreq()" 0.0471482866507579
"LAYING" 26 "fBodyBodyGyroJerkMag-meanFreq()" 0.215092469069079
"WALKING" 26 "fBodyBodyGyroJerkMag-meanFreq()" 0.104746490991171
"WALKING" 27 "fBodyBodyGyroJerkMag-meanFreq()" 0.203684998121436
"WALKING" 28 "fBodyBodyGyroJerkMag-meanFreq()" -0.00200923842099476
"WALKING" 29 "fBodyBodyGyroJerkMag-meanFreq()" 0.212434137252471
"WALKING" 30 "fBodyBodyGyroJerkMag-meanFreq()" 0.0432508907463421
"WALKING_DOWNSTAIRS" 30 "fBodyBodyGyroJerkMag-meanFreq()" 0.050165942
"STANDING" 1 "tBodyAcc-std()-X" -0.545795331328326
"WALKING_DOWNSTAIRS" 2 "tBodyAcc-std()-X" -0.605586497159271
"STANDING" 3 "tBodyAcc-std()-X" -0.623413602046921
"WALKING_DOWNSTAIRS" 4 "tBodyAcc-std()-X" -0.605211727785489
"STANDING" 5 "tBodyAcc-std()-X" -0.507691011391722
"STANDING" 6 "tBodyAcc-std()-X" -0.505086085072062
"STANDING" 7 "tBodyAcc-std()-X" -0.577518324748052
"STANDING" 8 "tBodyAcc-std()-X" -0.582958863017438
"WALKING_DOWNSTAIRS" 9 "tBodyAcc-std()-X" -0.555656544538194
"WALKING_DOWNSTAIRS" 10 "tBodyAcc-std()-X" -0.537807711163265
"SITTING" 11 "tBodyAcc-std()-X" -0.586989828163694
"STANDING" 11 "tBodyAcc-std()-X" -0.97988363
"WALKING_DOWNSTAIRS" 12 "tBodyAcc-std()-X" -0.665151911207921
"WALKING_UPSTAIRS" 12 "tBodyAcc-std()-X" -0.444976442345763
"WALKING_UPSTAIRS" 13 "tBodyAcc-std()-X" -0.624844460199083
"SITTING" 14 "tBodyAcc-std()-X" -0.611671118216099
"SITTING" 15 "tBodyAcc-std()-X" -0.556541173089329
"SITTING" 16 "tBodyAcc-std()-X" -0.668161498298634
"SITTING" 17 "tBodyAcc-std()-X" -0.608455243870734
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-X" -0.694616884972527
"LAYING" 19 "tBodyAcc-std()-X" -0.461518195570603
"SITTING" 19 "tBodyAcc-std()-X" -0.983706167948718
"WALKING_UPSTAIRS" 20 "tBodyAcc-std()-X" -0.60484669490339
"LAYING" 21 "tBodyAcc-std()-X" -0.672323867377451
"LAYING" 22 "tBodyAcc-std()-X" -0.546089975548692
"LAYING" 23 "tBodyAcc-std()-X" -0.622594039757258
"WALKING_UPSTAIRS" 24 "tBodyAcc-std()-X" -0.675459176298425
"LAYING" 25 "tBodyAcc-std()-X" -0.716264537547677
"LAYING" 26 "tBodyAcc-std()-X" -0.789519438953947
"WALKING" 26 "tBodyAcc-std()-X" -0.5177027062375
"WALKING" 27 "tBodyAcc-std()-X" -0.660976085218085
"WALKING" 28 "tBodyAcc-std()-X" -0.649040391307853
"WALKING" 29 "tBodyAcc-std()-X" -0.574295395364826
"WALKING" 30 "tBodyAcc-std()-X" -0.618893533536842
"WALKING_DOWNSTAIRS" 30 "tBodyAcc-std()-X" -0.235542686666667
"STANDING" 1 "tBodyAcc-std()-Y" -0.367716218227378
"WALKING_DOWNSTAIRS" 2 "tBodyAcc-std()-Y" -0.428962986589404
"STANDING" 3 "tBodyAcc-std()-Y" -0.480015920697654
"WALKING_DOWNSTAIRS" 4 "tBodyAcc-std()-Y" -0.509929384011325
"STANDING" 5 "tBodyAcc-std()-Y" -0.402724906078146
"STANDING" 6 "tBodyAcc-std()-Y" -0.368403670137262
"STANDING" 7 "tBodyAcc-std()-Y" -0.546403365345779
"STANDING" 8 "tBodyAcc-std()-Y" -0.349383732046263
"WALKING_DOWNSTAIRS" 9 "tBodyAcc-std()-Y" -0.5758878952125
"WALKING_DOWNSTAIRS" 10 "tBodyAcc-std()-Y" -0.497405885644898
"SITTING" 11 "tBodyAcc-std()-Y" -0.487537966213376
"STANDING" 11 "tBodyAcc-std()-Y" -0.93647613
"WALKING_DOWNSTAIRS" 12 "tBodyAcc-std()-Y" -0.630063974084158
"WALKING_UPSTAIRS" 12 "tBodyAcc-std()-Y" -0.337117667238983
"WALKING_UPSTAIRS" 13 "tBodyAcc-std()-Y" -0.448816097853364
"SITTING" 14 "tBodyAcc-std()-Y" -0.374730765205077
"SITTING" 15 "tBodyAcc-std()-Y" -0.481679537956006
"SITTING" 16 "tBodyAcc-std()-Y" -0.649947067892896
"SITTING" 17 "tBodyAcc-std()-Y" -0.567005319464348
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-Y" -0.627117507326923
"LAYING" 19 "tBodyAcc-std()-Y" -0.382898728217553
"SITTING" 19 "tBodyAcc-std()-Y" -0.955835759487179
"WALKING_UPSTAIRS" 20 "tBodyAcc-std()-Y" -0.369336706508757
"LAYING" 21 "tBodyAcc-std()-Y" -0.565585190336299
"LAYING" 22 "tBodyAcc-std()-Y" -0.491188426241526
"LAYING" 23 "tBodyAcc-std()-Y" -0.532078546615699
"WALKING_UPSTAIRS" 24 "tBodyAcc-std()-Y" -0.582490655185302
"LAYING" 25 "tBodyAcc-std()-Y" -0.531421035602689
"LAYING" 26 "tBodyAcc-std()-Y" -0.759447176072368
"WALKING" 26 "tBodyAcc-std()-Y" -0.476096454437083
"WALKING" 27 "tBodyAcc-std()-Y" -0.630460488658511
"WALKING" 28 "tBodyAcc-std()-Y" -0.573651895933508
"WALKING" 29 "tBodyAcc-std()-Y" -0.598400275636657
"WALKING" 30 "tBodyAcc-std()-Y" -0.522349221961316
"WALKING_DOWNSTAIRS" 30 "tBodyAcc-std()-Y" -0.100815070333333
"STANDING" 1 "tBodyAcc-std()-Z" -0.502645746562824
"WALKING_DOWNSTAIRS" 2 "tBodyAcc-std()-Z" -0.589360062210596
"STANDING" 3 "tBodyAcc-std()-Z" -0.653625579293255
"WALKING_DOWNSTAIRS" 4 "tBodyAcc-std()-Z" -0.709492735962145
"STANDING" 5 "tBodyAcc-std()-Z" -0.646443640175497
"STANDING" 6 "tBodyAcc-std()-Z" -0.672512004586708
"STANDING" 7 "tBodyAcc-std()-Z" -0.456473642256981
"STANDING" 8 "tBodyAcc-std()-Z" -0.499472687913167
"WALKING_DOWNSTAIRS" 9 "tBodyAcc-std()-Z" -0.506111776081806
"WALKING_DOWNSTAIRS" 10 "tBodyAcc-std()-Z" -0.614776952226361
"SITTING" 11 "tBodyAcc-std()-Z" -0.663355760656051
"STANDING" 11 "tBodyAcc-std()-Z" -0.974387225
"WALKING_DOWNSTAIRS" 12 "tBodyAcc-std()-Z" -0.702356191321782
"WALKING_UPSTAIRS" 12 "tBodyAcc-std()-Z" -0.69405067279661
"WALKING_UPSTAIRS" 13 "tBodyAcc-std()-Z" -0.587230562129052
"SITTING" 14 "tBodyAcc-std()-Z" -0.29354271467452
"SITTING" 15 "tBodyAcc-std()-Z" -0.705706623868902
"SITTING" 16 "tBodyAcc-std()-Z" -0.603819902386066
"SITTING" 17 "tBodyAcc-std()-Z" -0.660582755619022
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-Z" -0.701596039615385
"LAYING" 19 "tBodyAcc-std()-Z" -0.563379417093972
"SITTING" 19 "tBodyAcc-std()-Z" -0.959403922307692
"WALKING_UPSTAIRS" 20 "tBodyAcc-std()-Z" -0.634787346548023
"LAYING" 21 "tBodyAcc-std()-Z" -0.669621813176471
"LAYING" 22 "tBodyAcc-std()-Z" -0.65508967878972
"LAYING" 23 "tBodyAcc-std()-Z" -0.450557203409946
"WALKING_UPSTAIRS" 24 "tBodyAcc-std()-Z" -0.636497458900262
"LAYING" 25 "tBodyAcc-std()-Z" -0.64709556105868
"LAYING" 26 "tBodyAcc-std()-Z" -0.8142498625
"WALKING" 26 "tBodyAcc-std()-Z" -0.635776778583333
"WALKING" 27 "tBodyAcc-std()-Z" -0.68321532587766
"WALKING" 28 "tBodyAcc-std()-Z" -0.685821415026178
"WALKING" 29 "tBodyAcc-std()-Z" -0.606461283926453
"WALKING" 30 "tBodyAcc-std()-Z" -0.528666325486105
"WALKING_DOWNSTAIRS" 30 "tBodyAcc-std()-Z" 0.24027661
"STANDING" 1 "tGravityAcc-std()-X" -0.959859435936599
"WALKING_DOWNSTAIRS" 2 "tGravityAcc-std()-X" -0.963015508245033
"STANDING" 3 "tGravityAcc-std()-X" -0.966457565630499
"WALKING_DOWNSTAIRS" 4 "tGravityAcc-std()-X" -0.962636979274448
"STANDING" 5 "tGravityAcc-std()-X" -0.964629108807947
"STANDING" 6 "tGravityAcc-std()-X" -0.958898709015385
"STANDING" 7 "tGravityAcc-std()-X" -0.956538178587662
"STANDING" 8 "tGravityAcc-std()-X" -0.954256666035587
"WALKING_DOWNSTAIRS" 9 "tGravityAcc-std()-X" -0.958784666180556
"WALKING_DOWNSTAIRS" 10 "tGravityAcc-std()-X" -0.965808126428571
"SITTING" 11 "tGravityAcc-std()-X" -0.975345253949045
"STANDING" 11 "tGravityAcc-std()-X" -0.983119445
"WALKING_DOWNSTAIRS" 12 "tGravityAcc-std()-X" -0.964978660990099
"WALKING_UPSTAIRS" 12 "tGravityAcc-std()-X" -0.97150008059322
"WALKING_UPSTAIRS" 13 "tGravityAcc-std()-X" -0.967268063455658
"SITTING" 14 "tGravityAcc-std()-X" -0.941245714736842
"SITTING" 15 "tGravityAcc-std()-X" -0.968733398628049
"SITTING" 16 "tGravityAcc-std()-X" -0.971156432131148
"SITTING" 17 "tGravityAcc-std()-X" -0.971771652907609
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-X" -0.980138675796703
"LAYING" 19 "tGravityAcc-std()-X" -0.952134253546099
"SITTING" 19 "tGravityAcc-std()-X" -0.980547458076923
"WALKING_UPSTAIRS" 20 "tGravityAcc-std()-X" -0.958201862627119
"LAYING" 21 "tGravityAcc-std()-X" -0.965586634460784
"LAYING" 22 "tGravityAcc-std()-X" -0.95850446411215
"LAYING" 23 "tGravityAcc-std()-X" -0.964393040295699
"WALKING_UPSTAIRS" 24 "tGravityAcc-std()-X" -0.975329699658793
"LAYING" 25 "tGravityAcc-std()-X" -0.950017091344743
"LAYING" 26 "tGravityAcc-std()-X" -0.964082836710526
"WALKING" 26 "tGravityAcc-std()-X" -0.97018344
"WALKING" 27 "tGravityAcc-std()-X" -0.974620173404255
"WALKING" 28 "tGravityAcc-std()-X" -0.973873328062827
"WALKING" 29 "tGravityAcc-std()-X" -0.973282885843023
"WALKING" 30 "tGravityAcc-std()-X" -0.974366446210526
"WALKING_DOWNSTAIRS" 30 "tGravityAcc-std()-X" -0.968324283333333
"STANDING" 1 "tGravityAcc-std()-Y" -0.951150627458213
"WALKING_DOWNSTAIRS" 2 "tGravityAcc-std()-Y" -0.960033560165563
"STANDING" 3 "tGravityAcc-std()-Y" -0.9445645371261
"WALKING_DOWNSTAIRS" 4 "tGravityAcc-std()-Y" -0.941416800167192
"STANDING" 5 "tGravityAcc-std()-Y" -0.939973777950331
"STANDING" 6 "tGravityAcc-std()-Y" -0.9509348864
"STANDING" 7 "tGravityAcc-std()-Y" -0.955312554090909
"STANDING" 8 "tGravityAcc-std()-Y" -0.94844645047331
"WALKING_DOWNSTAIRS" 9 "tGravityAcc-std()-Y" -0.949938115208333
"WALKING_DOWNSTAIRS" 10 "tGravityAcc-std()-Y" -0.95452407255102
"SITTING" 11 "tGravityAcc-std()-Y" -0.956991877006369
"STANDING" 11 "tGravityAcc-std()-Y" -0.980201085
"WALKING_DOWNSTAIRS" 12 "tGravityAcc-std()-Y" -0.95814205539604
"WALKING_UPSTAIRS" 12 "tGravityAcc-std()-Y" -0.964734199237288
"WALKING_UPSTAIRS" 13 "tGravityAcc-std()-Y" -0.953540716850153
"SITTING" 14 "tGravityAcc-std()-Y" -0.942377305312693
"SITTING" 15 "tGravityAcc-std()-Y" -0.956369493993902
"SITTING" 16 "tGravityAcc-std()-Y" -0.964727519945355
"SITTING" 17 "tGravityAcc-std()-Y" -0.958810046467391
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-Y" -0.969542030412088
"LAYING" 19 "tGravityAcc-std()-Y" -0.955034903368794
"SITTING" 19 "tGravityAcc-std()-Y" -0.974506892051282
"WALKING_UPSTAIRS" 20 "tGravityAcc-std()-Y" -0.952506793418079
"LAYING" 21 "tGravityAcc-std()-Y" -0.969330818455882
"LAYING" 22 "tGravityAcc-std()-Y" -0.957323093436449
"LAYING" 23 "tGravityAcc-std()-Y" -0.960318907096774
"WALKING_UPSTAIRS" 24 "tGravityAcc-std()-Y" -0.96089816664042
"LAYING" 25 "tGravityAcc-std()-Y" -0.901088770963325
"LAYING" 26 "tGravityAcc-std()-Y" -0.968145476513158
"WALKING" 26 "tGravityAcc-std()-Y" -0.954373349845833
"WALKING" 27 "tGravityAcc-std()-Y" -0.972505174787234
"WALKING" 28 "tGravityAcc-std()-Y" -0.960365626256545
"WALKING" 29 "tGravityAcc-std()-Y" -0.964643161017442
"WALKING" 30 "tGravityAcc-std()-Y" -0.952119920473684
"WALKING_DOWNSTAIRS" 30 "tGravityAcc-std()-Y" -0.97361545
"STANDING" 1 "tGravityAcc-std()-Z" -0.925817590867435
"WALKING_DOWNSTAIRS" 2 "tGravityAcc-std()-Z" -0.945365383907285
"STANDING" 3 "tGravityAcc-std()-Z" -0.926966278211144
"WALKING_DOWNSTAIRS" 4 "tGravityAcc-std()-Z" -0.941403426072555
"STANDING" 5 "tGravityAcc-std()-Z" -0.94207867884106
"STANDING" 6 "tGravityAcc-std()-Z" -0.937910223507692
"STANDING" 7 "tGravityAcc-std()-Z" -0.923304724090909
"STANDING" 8 "tGravityAcc-std()-Z" -0.923180663601423
"WALKING_DOWNSTAIRS" 9 "tGravityAcc-std()-Z" -0.920554317815972
"WALKING_DOWNSTAIRS" 10 "tGravityAcc-std()-Z" -0.938706428064626
"SITTING" 11 "tGravityAcc-std()-Z" -0.956705197643312
"STANDING" 11 "tGravityAcc-std()-Z" -0.973580035
"WALKING_DOWNSTAIRS" 12 "tGravityAcc-std()-Z" -0.940183299009901
"WALKING_UPSTAIRS" 12 "tGravityAcc-std()-Z" -0.958150118474576
"WALKING_UPSTAIRS" 13 "tGravityAcc-std()-Z" -0.938727880275229
"SITTING" 14 "tGravityAcc-std()-Z" -0.915927846160991
"SITTING" 15 "tGravityAcc-std()-Z" -0.947240058048781
"SITTING" 16 "tGravityAcc-std()-Z" -0.945294028639344
"SITTING" 17 "tGravityAcc-std()-Z" -0.949039213831522
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-Z" -0.959434177692308
"LAYING" 19 "tGravityAcc-std()-Z" -0.935134902021277
"SITTING" 19 "tGravityAcc-std()-Z" -0.965898206923077
"WALKING_UPSTAIRS" 20 "tGravityAcc-std()-Z" -0.940981537502825
